25,2,ADVAIR DISKUS®
26,0,ADV
26,1,http://www.wikidata.org/entity/Q1002165
26,2,ADVAIR®
27,0,ADV
27,1,http://www.wikidata.org/entity/Q95603193
27,2,ADVAIT SUBRAMANIAN
28,0,ADV
28,1,http://www.wikidata.org/entity/Q18247639
28,2,ADVANCED GLYCOSYLATION END PRODUCT-SPECIFIC RECEPTOR
29,0,ADV
29,1,http://www.wikidata.org/entity/Q18247639
29,2,ADVANCED GLYCOSYLATION END-PRODUCT SPECIFIC RECEPTOR
30,0,ADV
30,1,http://www.wikidata.org/entity/Q1077603
30,2,ADVANCED MALIGNANT MESOTHELIOMA
31,0,ADV
31,1,http://www.wikidata.org/entity/Q7168876
31,2,ADVANCED MALIGNANT MESOTHELIOMA OF PERITONEUM
32,0,ADV
32,1,http://www.wikidata.org/entity/Q7168876
32,2,ADVANCED MALIGNANT MESOTHELIOMA OF THE PERITONEUM
33,0,ADV
33,1,http://www.wikidata.org/entity/Q7168876
33,2,ADVANCED MALIGNANT PERITONEAL MESOTHELIOMA
34,0,ADV
34,1,http://www.wikidata.org/entity/Q4686351
34,2,ADVANCED MATERNAL AGE
35,0,ADV
35,1,http://www.wikidata.org/entity/Q193572
35,2,ADVANCED PAIN RELIEF CALLUS REMOVERS
36,0,ADV
36,1,http://www.wikidata.org/entity/Q193572
36,2,ADVANCED PAIN RELIEF CORN REMOVERS
37,0,ADV
37,1,http://www.wikidata.org/entity/Q7168876
37,2,ADVANCED PERITONEAL MALIGNANT MESOTHELIOMA
38,0,ADV
38,1,http://www.wikidata.org/entity/Q27677589
38,2,ADVANCED SLEEP PHASE SYNDROME 2
39,0,ADV
39,1,http://www.wikidata.org/entity/Q27164425
39,2,ADVANCED SLEEP PHASE SYNDROME 3
40,0,ADV
40,1,http://www.wikidata.org/entity/Q27677589
40,2,ADVANCED SLEEP PHASE SYNDROME TYPE 2
41,0,ADV
41,1,http://www.wikidata.org/entity/Q27164425
41,2,ADVANCED SLEEP PHASE SYNDROME TYPE 3
42,0,ADV
42,1,http://www.wikidata.org/entity/Q27677589
42,2,ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2
43,0,ADV
43,1,http://www.wikidata.org/entity/Q27677589
43,2,ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2; FASPS2
44,0,ADV
44,1,http://www.wikidata.org/entity/Q27164425
44,2,ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 3
45,0,ADV
45,1,http://www.wikidata.org/entity/Q27677589
45,2,ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, TYPE 2
46,0,ADV
46,1,http://www.wikidata.org/entity/Q27164425
46,2,ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, TYPE 3
47,0,ADV
47,1,http://www.wikidata.org/entity/Q953121
47,2,ADVENTITIA
48,0,ADV
48,1,http://www.wikidata.org/entity/Q43143951
48,2,ADVENTITIOUS RESPIRATORY SOUND
49,0,ADV
49,1,http://www.wikidata.org/entity/Q43143951
49,2,ADVENTITIOUS SOUND
50,0,ADV
50,1,http://www.wikidata.org/entity/Q45959
50,2,ADVERSE DRUG REACTION
51,0,ADV
51,1,http://www.wikidata.org/entity/Q445335
51,2,ADVERSE EVENTS FOLLOWING IMMUNIZATION
52,0,ADV
52,1,http://www.wikidata.org/entity/Q4686715
52,2,ADVERSE FOOD REACTION
53,0,ADV
53,1,http://www.wikidata.org/entity/Q4686719
53,2,ADVERSE REACTION TO BIOLOGIC AGENTS
54,0,ADV
54,1,http://www.wikidata.org/entity/Q45959
54,2,ADVERSE REACTION TO DRUG
55,0,ADV
55,1,http://www.wikidata.org/entity/Q2990543
55,2,ADVERSE REACTIONS TO ANESTHESIA
56,0,ADV
56,1,http://www.wikidata.org/entity/Q445335
56,2,ADVERSE VACCINE REACTIONS
57,0,ADV
57,1,http://www.wikidata.org/entity/Q18035599
57,2,ADVIL
58,0,ADV
58,1,http://www.wikidata.org/entity/Q18035599
58,2,ADVILLIN
59,0,ADV
59,1,http://www.wikidata.org/entity/Q186969
59,2,ADVIL®
60,0,ADV
60,1,http://www.wikidata.org/entity/Q55345683
60,2,ADVIRC
61,0,ALT
61,1,http://www.wikidata.org/entity/Q18556942
61,2,ALT
62,0,ALT
62,1,http://www.wikidata.org/entity/Q7316645
62,2,ALTABAX
63,0,ALT
63,1,http://www.wikidata.org/entity/Q412666
63,2,ALTACE
64,0,ALT
64,1,http://www.wikidata.org/entity/Q412666
64,2,ALTACE (TN)
65,0,ALT
65,1,http://www.wikidata.org/entity/Q17913616
65,2,ALTDDIT3
66,0,ALT
66,1,http://www.wikidata.org/entity/Q18033901
66,2,ALTE
67,0,ALT
67,1,http://www.wikidata.org/entity/Q21120069
67,2,ALTERED BEHAVIOUR
68,0,ALT
68,1,http://www.wikidata.org/entity/Q18558251
68,2,ALTERNATING ESOTROPIA
69,0,ALT
69,1,http://www.wikidata.org/entity/Q18554077
69,2,ALTERNATING EXOTROPIA
70,0,ALT
70,1,http://www.wikidata.org/entity/Q2632848
70,2,ALTERNATING HEMIPLEGIA OF CHILDHOOD
71,0,ALT
71,1,http://www.wikidata.org/entity/Q2632848
71,2,ALTERNATING HEMIPLEGIA OF CHILDHOOD 1
72,0,ALT
72,1,http://www.wikidata.org/entity/Q2632848
72,2,ALTERNATING HEMIPLEGIA OF CHILDHOOD 1; AHC1
73,0,ALT
73,1,http://www.wikidata.org/entity/Q2632848
73,2,ALTERNATING HEMIPLEGIA OF CHILDHOOD TYPE 1
74,0,ALT
74,1,http://www.wikidata.org/entity/Q7259712
74,2,ALTERNATING PULSE
75,0,ALT
75,1,http://www.wikidata.org/entity/Q28549308
75,2,ALTERNATIVE FACTS
76,0,ALT
76,1,http://www.wikidata.org/entity/Q4736617
76,2,ALTERNOBARIC VERTIGO
77,0,ALT
77,1,http://www.wikidata.org/entity/Q624497
77,2,ALTITUDE SICKNESS
78,0,ALT
78,1,http://www.wikidata.org/entity/Q7381092
78,2,ALTMAN
79,0,ALT
79,1,http://www.wikidata.org/entity/Q7381092
79,2,ALTMAN R
80,0,ALT
80,1,http://www.wikidata.org/entity/Q7381092
80,2,ALTMAN R.
81,0,ALT
81,1,http://www.wikidata.org/entity/Q7381092
81,2,ALTMAN R. B.
82,0,ALT
82,1,http://www.wikidata.org/entity/Q7381092
82,2,ALTMAN RB
83,0,ALT
83,1,http://www.wikidata.org/entity/Q18041030
83,2,ALTMIEF1
84,0,ALT
84,1,http://www.wikidata.org/entity/Q411325
84,2,ALTOL
85,0,ALT
85,1,http://www.wikidata.org/entity/Q14881255
85,2,ALTPRP
86,0,ALT
86,1,http://www.wikidata.org/entity/Q422416
86,2,ALTRAD
87,0,ALT
87,1,http://www.wikidata.org/entity/Q415242
87,2,ALTRETAMIN
88,0,ALT
88,1,http://www.wikidata.org/entity/Q415242
88,2,ALTRETAMINA
89,0,ALT
89,1,http://www.wikidata.org/entity/Q415242
89,2,ALTRETAMINE
90,0,ALT
90,1,http://www.wikidata.org/entity/Q415242
90,2,ALTRETAMINUM
91,0,ALT
91,1,http://www.wikidata.org/entity/Q415242
91,2,ALTRÉTAMINE
92,0,ALT
92,1,http://www.wikidata.org/entity/Q56614722
92,2,ALTUNA AKALIN
93,0,ALT
93,1,http://www.wikidata.org/entity/Q56614722
93,2,ALTUNA ALKALIN
94,0,AMBER
94,1,http://www.wikidata.org/entity/Q190875
94,2,AMBERIN
95,0,APP
95,1,http://www.wikidata.org/entity/Q14865870
95,2,APP
96,0,APP
96,1,http://www.wikidata.org/entity/Q56014605
96,2,APPARENT APERT SYNDROME WITH POLYDACTYLY
97,0,APP
97,1,http://www.wikidata.org/entity/Q2065747
97,2,APPARENT MINERALOCORTICOID EXCESS
98,0,APP
98,1,http://www.wikidata.org/entity/Q2065747
98,2,APPARENT MINERALOCORTICOID EXCESS SYNDROME
99,0,APP
99,1,http://www.wikidata.org/entity/Q18033502
99,2,APPBP1
100,0,APP
100,1,http://www.wikidata.org/entity/Q18035443
100,2,APPBP2
101,0,APP
101,1,http://www.wikidata.org/entity/Q18046032
101,2,APPD
102,0,APP
102,1,http://www.wikidata.org/entity/Q210797
102,2,APPEARANCE, PULSE, GRIMACE, ACTIVITY, RESPIRATION
103,0,APP
103,1,http://www.wikidata.org/entity/Q18555993
103,2,APPENDICEAL ADENOCARCINOMA
104,0,APP
104,1,http://www.wikidata.org/entity/Q706969
104,2,APPENDICEAL ARTERY
105,0,APP
105,1,http://www.wikidata.org/entity/Q4781026
105,2,APPENDICEAL CANCER
106,0,APP
106,1,http://www.wikidata.org/entity/Q18553554
106,2,APPENDICEAL CARCINOID TUMOR
107,0,APP
107,1,http://www.wikidata.org/entity/Q18555991
107,2,APPENDICEAL COLLOID CYSTADENOCARCINOMA
108,0,APP
108,1,http://www.wikidata.org/entity/Q18555991
108,2,APPENDICEAL COLLOIDAL CYSTADENOCARCINOMA
109,0,APP
109,1,http://www.wikidata.org/entity/Q18557851
109,2,APPENDICEAL L-CELL GLUCAGON-LIKE PEPTIDE PRODUCING TUMOR
110,0,APP
110,1,http://www.wikidata.org/entity/Q18557851
110,2,APPENDICEAL L-CELL GLUCAGON-LIKE PEPTIDE-PRODUCING NET
111,0,APP
111,1,http://www.wikidata.org/entity/Q18557851
111,2,APPENDICEAL L-CELL GLUCAGON-LIKE PEPTIDE-PRODUCING NEUROENDOCRINE TUMOR
112,0,APP
112,1,http://www.wikidata.org/entity/Q18556645
112,2,APPENDICEAL LEIOMYOMA
113,0,APP
113,1,http://www.wikidata.org/entity/Q18554045
113,2,APPENDICEAL LYMPHOMA
114,0,APP
114,1,http://www.wikidata.org/entity/Q55787959
114,2,APPENDICEAL MUCINOUS ADENOCARCINOMA
115,0,APP
115,1,http://www.wikidata.org/entity/Q18555991
115,2,APPENDICEAL MUCINOUS CYSTADENOCARCINOMA
116,0,APP
116,1,http://www.wikidata.org/entity/Q18554044
116,2,APPENDICEAL NEOPLASM
117,0,APP
117,1,http://www.wikidata.org/entity/Q18554044
117,2,APPENDICEAL NEOPLASMS
118,0,APP
118,1,http://www.wikidata.org/entity/Q55785225
118,2,APPENDICEAL NEUROENDOCRINE TUMOR
119,0,APP
119,1,http://www.wikidata.org/entity/Q18554475
119,2,APPENDICELE MUCOCELE
120,0,APP
120,1,http://www.wikidata.org/entity/Q121041
120,2,APPENDICITIS
121,0,APP
121,1,http://www.wikidata.org/entity/Q55780341
121,2,APPENDICITIS, PRONENESS TO
122,0,APP
122,1,http://www.wikidata.org/entity/Q55780341
122,2,APPENDICITIS, SUSCEPTIBILITY
123,0,APP
123,1,http://www.wikidata.org/entity/Q16531717
123,2,APPENDICOLITH
124,0,APP
124,1,http://www.wikidata.org/entity/Q706969
124,2,APPENDICULAR ARTERY
125,0,APP
125,1,http://www.wikidata.org/entity/Q9656
125,2,APPENDIX
126,0,APP
126,1,http://www.wikidata.org/entity/Q18555993
126,2,APPENDIX ADENOCARCINOMA
127,0,APP
127,1,http://www.wikidata.org/entity/Q55779975
127,2,APPENDIX ADENOMA
128,0,APP
128,1,http://www.wikidata.org/entity/Q18556534
128,2,APPENDIX CANCER
129,0,APP
129,1,http://www.wikidata.org/entity/Q4781026
129,2,APPENDIX CANCER
130,0,APP
130,1,http://www.wikidata.org/entity/Q18553554
130,2,APPENDIX CARCINOID ENDOCRINE TUMOUR
131,0,APP
131,1,http://www.wikidata.org/entity/Q18553554
131,2,APPENDIX CARCINOID TUMOR
132,0,APP
132,1,http://www.wikidata.org/entity/Q18556534
132,2,APPENDIX CARCINOMA
133,0,APP
133,1,http://www.wikidata.org/entity/Q18555991
133,2,APPENDIX COLLOID CYSTADENOCARCINOMA
134,0,APP
134,1,http://www.wikidata.org/entity/Q18555991
134,2,APPENDIX COLLOIDAL CYSTADENOCARCINOMA
135,0,APP
135,1,http://www.wikidata.org/entity/Q60196521
135,2,APPENDIX DISEASE
136,0,APP
136,1,http://www.wikidata.org/entity/Q55779977
136,2,APPENDIX HYPERPLASTIC POLYP
137,0,APP
137,1,http://www.wikidata.org/entity/Q18557851
137,2,APPENDIX L-CELL GLUCAGON-LIKE PEPTIDE-PRODUCING NET
138,0,APP
138,1,http://www.wikidata.org/entity/Q18557851
138,2,APPENDIX L-CELL GLUCAGON-LIKE PEPTIDE-PRODUCING NEUROENDOCRINE TUMOR
139,0,APP
139,1,http://www.wikidata.org/entity/Q18557851
139,2,APPENDIX L-CELL NET
140,0,APP
140,1,http://www.wikidata.org/entity/Q18556645
140,2,APPENDIX LEIOMYOMA
141,0,APP
141,1,http://www.wikidata.org/entity/Q18554045
141,2,APPENDIX LYMPHOMA
142,0,APP
142,1,http://www.wikidata.org/entity/Q55779977
142,2,APPENDIX METAPLASTIC POLYP
143,0,APP
143,1,http://www.wikidata.org/entity/Q55787959
143,2,APPENDIX MUCINOUS ADENOCARCINOMA
144,0,APP
144,1,http://www.wikidata.org/entity/Q18555991
144,2,APPENDIX MUCINOUS CYSTADENOCARCINOMA
145,0,APP
145,1,http://www.wikidata.org/entity/Q18554044
145,2,APPENDIX NEOPLASM
146,0,APP
146,1,http://www.wikidata.org/entity/Q55785225
146,2,APPENDIX NET
147,0,APP
147,1,http://www.wikidata.org/entity/Q18553554
147,2,APPENDIX NET G1
148,0,APP
148,1,http://www.wikidata.org/entity/Q18553554
148,2,APPENDIX NET G1 (CARCINOID)
149,0,APP
149,1,http://www.wikidata.org/entity/Q55790557
149,2,APPENDIX NEUROENDOCRINE NEOPLASM
150,0,APP
150,1,http://www.wikidata.org/entity/Q55785225
150,2,APPENDIX NEUROENDOCRINE TUMOR
151,0,APP
151,1,http://www.wikidata.org/entity/Q18553554
151,2,APPENDIX NEUROENDOCRINE TUMOR G1 (CARCINOID)
152,0,APP
152,1,http://www.wikidata.org/entity/Q55779979
152,2,APPENDIX VILLOUS ADENOMA
153,0,APP
153,1,http://www.wikidata.org/entity/Q55785225
153,2,APPENDIX WELL DIFFERENTIATED ENDOCRINE TUMOR
154,0,APP
154,1,http://www.wikidata.org/entity/Q55785225
154,2,APPENDIX WELL DIFFERENTIATED ENDOCRINE TUMOR/CARCINOMA
155,0,APP
155,1,http://www.wikidata.org/entity/Q17830479
155,2,APPH
156,0,APP
156,1,http://www.wikidata.org/entity/Q14865870
156,2,APPI
157,0,APP
157,1,http://www.wikidata.org/entity/Q18040550
157,2,APPILS
158,0,APP
158,1,http://www.wikidata.org/entity/Q18037957
158,2,APPL
159,0,APP
159,1,http://www.wikidata.org/entity/Q18037957
159,2,APPL1
160,0,APP
160,1,http://www.wikidata.org/entity/Q17830479
160,2,APPL2
161,0,APP
161,1,http://www.wikidata.org/entity/Q18041643
161,2,APPL2
162,0,APP
162,1,http://www.wikidata.org/entity/Q190143
162,2,APPLE ACID
163,0,APP
163,1,http://www.wikidata.org/entity/Q55998645
163,2,APPLE PEEL SMALL BOWEL SYNDROME
164,0,APP
164,1,http://www.wikidata.org/entity/Q55998645
164,2,APPLE PEEL SYNDROME
165,0,APP
165,1,http://www.wikidata.org/entity/Q28024726
165,2,APPLE PEEL SYNDROME WITH MICROCEPHALY AND OCULAR ANOMALIES
166,0,APP
166,1,http://www.wikidata.org/entity/Q55604101
166,2,APPLICATION SITE REACTION
167,0,APP
167,1,http://www.wikidata.org/entity/Q14911946
167,2,APPS
168,0,ARDS
168,1,http://www.wikidata.org/entity/Q344873
168,2,ARDS
169,0,ARDS
169,1,http://www.wikidata.org/entity/Q344873
169,2,ARDS
170,0,ARF
170,1,http://www.wikidata.org/entity/Q753904
170,2,ARF
171,0,ARF
171,1,http://www.wikidata.org/entity/Q5009957
171,2,ARF
172,0,ARF
172,1,http://www.wikidata.org/entity/Q424337
172,2,ARF
173,0,ARF
173,1,http://www.wikidata.org/entity/Q17831444
173,2,ARFD1
174,0,ARF
174,1,http://www.wikidata.org/entity/Q57055
174,2,ARFEN
175,0,ARF
175,1,http://www.wikidata.org/entity/Q18034637
175,2,ARFGAP WITH COILED-COIL, ANKYRIN REPEAT AND PH DOMAINS 1
176,0,ARF
176,1,http://www.wikidata.org/entity/Q18037243
176,2,ARFGAP WITH COILED-COIL, ANKYRIN REPEAT AND PH DOMAINS 2
177,0,ARF
177,1,http://www.wikidata.org/entity/Q18049267
177,2,ARFGAP WITH COILED-COIL, ANKYRIN REPEAT AND PH DOMAINS 3
178,0,ARF
178,1,http://www.wikidata.org/entity/Q18036046
178,2,ARFGAP WITH DUAL PH DOMAINS 1
179,0,ARF
179,1,http://www.wikidata.org/entity/Q18042067
179,2,ARFGAP WITH DUAL PH DOMAINS 2
180,0,ARF
180,1,http://www.wikidata.org/entity/Q18027281
180,2,ARFGAP WITH FG REPEATS 1
181,0,ARF
181,1,http://www.wikidata.org/entity/Q18027284
181,2,ARFGAP WITH FG REPEATS 2
182,0,ARF
182,1,http://www.wikidata.org/entity/Q18049271
182,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 1
183,0,ARF
183,1,http://www.wikidata.org/entity/Q20784368
183,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 1 PSEUDOGENE
184,0,ARF
184,1,http://www.wikidata.org/entity/Q20788348
184,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 1 PSEUDOGENE
185,0,ARF
185,1,http://www.wikidata.org/entity/Q18060584
185,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 10 PSEUDOGENE
186,0,ARF
186,1,http://www.wikidata.org/entity/Q18060584
186,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 10, PSEUDOGENE
187,0,ARF
187,1,http://www.wikidata.org/entity/Q18049348
187,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 11
188,0,ARF
188,1,http://www.wikidata.org/entity/Q18058232
188,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 12, PSEUDOGENE
189,0,ARF
189,1,http://www.wikidata.org/entity/Q18061255
189,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 13, PSEUDOGENE
190,0,ARF
190,1,http://www.wikidata.org/entity/Q18060589
190,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 14
191,0,ARF
191,1,http://www.wikidata.org/entity/Q18060589
191,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 14, PSEUDOGENE
192,0,ARF
192,1,http://www.wikidata.org/entity/Q18049270
192,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 2
193,0,ARF
193,1,http://www.wikidata.org/entity/Q18049272
193,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 3
194,0,ARF
194,1,http://www.wikidata.org/entity/Q18049343
194,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 4
195,0,ARF
195,1,http://www.wikidata.org/entity/Q18061618
195,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 5
196,0,ARF
196,1,http://www.wikidata.org/entity/Q18058220
196,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 6
197,0,ARF
197,1,http://www.wikidata.org/entity/Q18060590
197,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 7, PSEUDOGENE
198,0,ARF
198,1,http://www.wikidata.org/entity/Q18059440
198,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 9
199,0,ARF
199,1,http://www.wikidata.org/entity/Q18049269
199,2,ARFGAP WITH RHOGAP DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 1
200,0,ARF
200,1,http://www.wikidata.org/entity/Q18049268
200,2,ARFGAP WITH RHOGAP DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 2
201,0,ARF
201,1,http://www.wikidata.org/entity/Q18045662
201,2,ARFGAP WITH RHOGAP DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 3
202,0,ARF
202,1,http://www.wikidata.org/entity/Q18039855
202,2,ARFGAP WITH SH3 DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 1
203,0,ARF
203,1,http://www.wikidata.org/entity/Q18033483
203,2,ARFGAP WITH SH3 DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 2
204,0,ARF
204,1,http://www.wikidata.org/entity/Q18041899
204,2,ARFGAP WITH SH3 DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 3
205,0,ARF
205,1,http://www.wikidata.org/entity/Q18038219
205,2,ARFGAP1
206,0,ARF
206,1,http://www.wikidata.org/entity/Q18042009
206,2,ARFGAP1
207,0,ARF
207,1,http://www.wikidata.org/entity/Q18047587
207,2,ARFGAP2
208,0,ARF
208,1,http://www.wikidata.org/entity/Q18038219
208,2,ARFGAP3
209,0,ARF
209,1,http://www.wikidata.org/entity/Q18042986
209,2,ARFGEF FAMILY MEMBER 3
210,0,ARF
210,1,http://www.wikidata.org/entity/Q18035488
210,2,ARFGEF1
211,0,ARF
211,1,http://www.wikidata.org/entity/Q18035487
211,2,ARFGEF2
212,0,ARF
212,1,http://www.wikidata.org/entity/Q18042986
212,2,ARFGEF3
213,0,ARF
213,1,http://www.wikidata.org/entity/Q18035488
213,2,ARFGEP1
214,0,ARF
214,1,http://www.wikidata.org/entity/Q18034884
214,2,ARFGEP100
215,0,ARF
215,1,http://www.wikidata.org/entity/Q7447762
215,2,ARFID
216,0,ARF
216,1,http://www.wikidata.org/entity/Q18038727
216,2,ARFIP1
217,0,ARF
217,1,http://www.wikidata.org/entity/Q18037564
217,2,ARFIP2
218,0,ARF
218,1,http://www.wikidata.org/entity/Q17831987
218,2,ARFL1
219,0,ARF
219,1,http://www.wikidata.org/entity/Q17831995
219,2,ARFL2
220,0,ARF
220,1,http://www.wikidata.org/entity/Q17831998
220,2,ARFL3
221,0,ARF
221,1,http://www.wikidata.org/entity/Q18038172
221,2,ARFLP5
222,0,ARF
222,1,http://www.wikidata.org/entity/Q83249490
222,2,ARFON G M T POWELL
223,0,ARF
223,1,http://www.wikidata.org/entity/Q4789167
223,2,ARFORMOTEROL
224,0,ARF
224,1,http://www.wikidata.org/entity/Q27262686
224,2,ARFORMOTEROL TARTRATE
225,0,ARF
225,1,http://www.wikidata.org/entity/Q18035062
225,2,ARFRP1
226,0,ARF
226,1,http://www.wikidata.org/entity/Q18041137
226,2,ARFRP2
227,0,ARF
227,1,http://www.wikidata.org/entity/Q753904
227,2,ARF
228,0,ARF
228,1,http://www.wikidata.org/entity/Q5009957
228,2,ARF
229,0,ARF
229,1,http://www.wikidata.org/entity/Q424337
229,2,ARF
230,0,ARF
230,1,http://www.wikidata.org/entity/Q17831444
230,2,ARFD1
231,0,ARF
231,1,http://www.wikidata.org/entity/Q57055
231,2,ARFEN
232,0,ARF
232,1,http://www.wikidata.org/entity/Q18034637
232,2,ARFGAP WITH COILED-COIL, ANKYRIN REPEAT AND PH DOMAINS 1
233,0,ARF
233,1,http://www.wikidata.org/entity/Q18037243
233,2,ARFGAP WITH COILED-COIL, ANKYRIN REPEAT AND PH DOMAINS 2
234,0,ARF
234,1,http://www.wikidata.org/entity/Q18049267
234,2,ARFGAP WITH COILED-COIL, ANKYRIN REPEAT AND PH DOMAINS 3
235,0,ARF
235,1,http://www.wikidata.org/entity/Q18036046
235,2,ARFGAP WITH DUAL PH DOMAINS 1
236,0,ARF
236,1,http://www.wikidata.org/entity/Q18042067
236,2,ARFGAP WITH DUAL PH DOMAINS 2
237,0,ARF
237,1,http://www.wikidata.org/entity/Q18027281
237,2,ARFGAP WITH FG REPEATS 1
238,0,ARF
238,1,http://www.wikidata.org/entity/Q18027284
238,2,ARFGAP WITH FG REPEATS 2
239,0,ARF
239,1,http://www.wikidata.org/entity/Q18049271
239,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 1
240,0,ARF
240,1,http://www.wikidata.org/entity/Q20784368
240,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 1 PSEUDOGENE
241,0,ARF
241,1,http://www.wikidata.org/entity/Q20788348
241,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 1 PSEUDOGENE
242,0,ARF
242,1,http://www.wikidata.org/entity/Q18060584
242,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 10 PSEUDOGENE
243,0,ARF
243,1,http://www.wikidata.org/entity/Q18060584
243,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 10, PSEUDOGENE
244,0,ARF
244,1,http://www.wikidata.org/entity/Q18049348
244,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 11
245,0,ARF
245,1,http://www.wikidata.org/entity/Q18058232
245,2,ARFGAP WITH GTPASE DOMAIN, ANKYRIN REPEAT AND PH DOMAIN 12, PSEUDOGENE
246,0,ARF
246,1,http://www.wikidata.org/entity/Q18061255
